STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,indic_de,Demographic indicator,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y65_79,Proportion of population aged 65-79 years,LV,Latvia,2024,,15.3,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y65_79,Proportion of population aged 65-79 years,MC,Monaco,2024,,17.9,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y65_79,Proportion of population aged 65-79 years,MD,Moldova,2013,,7.8,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y65_79,Proportion of population aged 65-79 years,MD,Moldova,2014,,7.9,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y65_79,Proportion of population aged 65-79 years,MD,Moldova,2015,,8.8,,be,"break in time series, estimated",,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y65_79,Proportion of population aged 65-79 years,MD,Moldova,2016,,9.3,,e,estimated,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y65_79,Proportion of population aged 65-79 years,MD,Moldova,2017,,9.8,,e,estimated,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y65_79,Proportion of population aged 65-79 years,MD,Moldova,2018,,10.4,,e,estimated,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y65_79,Proportion of population aged 65-79 years,MD,Moldova,2019,,10.9,,e,estimated,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y65_79,Proportion of population aged 65-79 years,MD,Moldova,2020,,11.4,,e,estimated,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y65_79,Proportion of population aged 65-79 years,MD,Moldova,2021,,12.0,,e,estimated,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y65_79,Proportion of population aged 65-79 years,MD,Moldova,2022,,12.9,,e,estimated,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y65_79,Proportion of population aged 65-79 years,MD,Moldova,2023,,13.7,,ep,"estimated, provisional",,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y65_79,Proportion of population aged 65-79 years,MD,Moldova,2024,,14.9,,ep,"estimated, provisional",,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y65_79,Proportion of population aged 65-79 years,ME,Montenegro,2013,,10.6,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y65_79,Proportion of population aged 65-79 years,ME,Montenegro,2014,,10.7,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y65_79,Proportion of population aged 65-79 years,ME,Montenegro,2015,,10.9,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y65_79,Proportion of population aged 65-79 years,ME,Montenegro,2016,,11.3,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y65_79,Proportion of population aged 65-79 years,ME,Montenegro,2017,,11.3,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y65_79,Proportion of population aged 65-79 years,ME,Montenegro,2018,,11.6,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y65_79,Proportion of population aged 65-79 years,ME,Montenegro,2019,,11.9,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y65_79,Proportion of population aged 65-79 years,ME,Montenegro,2020,,12.2,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y65_79,Proportion of population aged 65-79 years,ME,Montenegro,2021,,12.5,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y65_79,Proportion of population aged 65-79 years,ME,Montenegro,2022,,12.8,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y65_79,Proportion of population aged 65-79 years,ME,Montenegro,2023,,13.2,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y65_79,Proportion of population aged 65-79 years,ME,Montenegro,2024,,13.5,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y65_79,Proportion of population aged 65-79 years,MK,North Macedonia,2013,,10.0,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y65_79,Proportion of population aged 65-79 years,MK,North Macedonia,2014,,10.2,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y65_79,Proportion of population aged 65-79 years,MK,North Macedonia,2015,,10.4,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y65_79,Proportion of population aged 65-79 years,MK,North Macedonia,2016,,10.7,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y65_79,Proportion of population aged 65-79 years,MK,North Macedonia,2017,,10.8,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y65_79,Proportion of population aged 65-79 years,MK,North Macedonia,2018,,11.2,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y65_79,Proportion of population aged 65-79 years,MK,North Macedonia,2019,,11.5,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y65_79,Proportion of population aged 65-79 years,MK,North Macedonia,2020,,11.9,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y65_79,Proportion of population aged 65-79 years,MK,North Macedonia,2021,,12.2,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y65_79,Proportion of population aged 65-79 years,MK,North Macedonia,2022,,14.0,,b,break in time series,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y65_79,Proportion of population aged 65-79 years,MK,North Macedonia,2023,,14.5,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y65_79,Proportion of population aged 65-79 years,MK,North Macedonia,2024,,14.9,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y65_79,Proportion of population aged 65-79 years,MT,Malta,2013,,13.4,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y65_79,Proportion of population aged 65-79 years,MT,Malta,2014,,13.8,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y65_79,Proportion of population aged 65-79 years,MT,Malta,2015,,14.1,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y65_79,Proportion of population aged 65-79 years,MT,Malta,2016,,14.4,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y65_79,Proportion of population aged 65-79 years,MT,Malta,2017,,14.5,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y65_79,Proportion of population aged 65-79 years,MT,Malta,2018,,14.4,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y65_79,Proportion of population aged 65-79 years,MT,Malta,2019,,14.2,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y65_79,Proportion of population aged 65-79 years,MT,Malta,2020,,14.0,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y65_79,Proportion of population aged 65-79 years,MT,Malta,2021,,14.3,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y65_79,Proportion of population aged 65-79 years,MT,Malta,2022,,14.7,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y65_79,Proportion of population aged 65-79 years,MT,Malta,2023,,14.6,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y65_79,Proportion of population aged 65-79 years,MT,Malta,2024,,14.4,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y65_79,Proportion of population aged 65-79 years,NL,Netherlands,2013,,12.6,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y65_79,Proportion of population aged 65-79 years,NL,Netherlands,2014,,13.1,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y65_79,Proportion of population aged 65-79 years,NL,Netherlands,2015,,13.4,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y65_79,Proportion of population aged 65-79 years,NL,Netherlands,2016,,13.8,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y65_79,Proportion of population aged 65-79 years,NL,Netherlands,2017,,14.0,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y65_79,Proportion of population aged 65-79 years,NL,Netherlands,2018,,14.3,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y65_79,Proportion of population aged 65-79 years,NL,Netherlands,2019,,14.6,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y65_79,Proportion of population aged 65-79 years,NL,Netherlands,2020,,14.8,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y65_79,Proportion of population aged 65-79 years,NL,Netherlands,2021,,15.0,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y65_79,Proportion of population aged 65-79 years,NL,Netherlands,2022,,15.2,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y65_79,Proportion of population aged 65-79 years,NL,Netherlands,2023,,15.3,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y65_79,Proportion of population aged 65-79 years,NL,Netherlands,2024,,15.5,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y65_79,Proportion of population aged 65-79 years,NO,Norway,2013,,11.3,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y65_79,Proportion of population aged 65-79 years,NO,Norway,2014,,11.6,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y65_79,Proportion of population aged 65-79 years,NO,Norway,2015,,11.9,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y65_79,Proportion of population aged 65-79 years,NO,Norway,2016,,12.2,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y65_79,Proportion of population aged 65-79 years,NO,Norway,2017,,12.4,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y65_79,Proportion of population aged 65-79 years,NO,Norway,2018,,12.7,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y65_79,Proportion of population aged 65-79 years,NO,Norway,2019,,13.0,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y65_79,Proportion of population aged 65-79 years,NO,Norway,2020,,13.2,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y65_79,Proportion of population aged 65-79 years,NO,Norway,2021,,13.5,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y65_79,Proportion of population aged 65-79 years,NO,Norway,2022,,13.8,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y65_79,Proportion of population aged 65-79 years,NO,Norway,2023,,13.9,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y65_79,Proportion of population aged 65-79 years,NO,Norway,2024,,14.0,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y65_79,Proportion of population aged 65-79 years,PL,Poland,2013,,10.6,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y65_79,Proportion of population aged 65-79 years,PL,Poland,2014,,11.0,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y65_79,Proportion of population aged 65-79 years,PL,Poland,2015,,11.4,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y65_79,Proportion of population aged 65-79 years,PL,Poland,2016,,11.8,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y65_79,Proportion of population aged 65-79 years,PL,Poland,2017,,12.3,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y65_79,Proportion of population aged 65-79 years,PL,Poland,2018,,12.8,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y65_79,Proportion of population aged 65-79 years,PL,Poland,2019,,13.3,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y65_79,Proportion of population aged 65-79 years,PL,Poland,2020,,13.8,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y65_79,Proportion of population aged 65-79 years,PL,Poland,2021,,14.5,,bep,"break in time series, estimated, provisional",,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y65_79,Proportion of population aged 65-79 years,PL,Poland,2022,,15.0,,ep,"estimated, provisional",,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y65_79,Proportion of population aged 65-79 years,PL,Poland,2023,,15.6,,ep,"estimated, provisional",,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y65_79,Proportion of population aged 65-79 years,PL,Poland,2024,,16.1,,ep,"estimated, provisional",,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y65_79,Proportion of population aged 65-79 years,PT,Portugal,2013,,14.0,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y65_79,Proportion of population aged 65-79 years,PT,Portugal,2014,,14.2,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y65_79,Proportion of population aged 65-79 years,PT,Portugal,2015,,14.5,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y65_79,Proportion of population aged 65-79 years,PT,Portugal,2016,,14.7,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y65_79,Proportion of population aged 65-79 years,PT,Portugal,2017,,15.0,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y65_79,Proportion of population aged 65-79 years,PT,Portugal,2018,,15.3,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y65_79,Proportion of population aged 65-79 years,PT,Portugal,2019,,15.6,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y65_79,Proportion of population aged 65-79 years,PT,Portugal,2020,,15.9,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y65_79,Proportion of population aged 65-79 years,PT,Portugal,2021,,16.3,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y65_79,Proportion of population aged 65-79 years,PT,Portugal,2022,,16.7,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y65_79,Proportion of population aged 65-79 years,PT,Portugal,2023,,17.0,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y65_79,Proportion of population aged 65-79 years,PT,Portugal,2024,,17.1,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y65_79,Proportion of population aged 65-79 years,RO,Romania,2013,,12.5,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y65_79,Proportion of population aged 65-79 years,RO,Romania,2014,,12.6,,e,estimated,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y65_79,Proportion of population aged 65-79 years,RO,Romania,2015,,12.9,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y65_79,Proportion of population aged 65-79 years,RO,Romania,2016,,13.2,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y65_79,Proportion of population aged 65-79 years,RO,Romania,2017,,13.4,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y65_79,Proportion of population aged 65-79 years,RO,Romania,2018,,13.6,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y65_79,Proportion of population aged 65-79 years,RO,Romania,2019,,13.9,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y65_79,Proportion of population aged 65-79 years,RO,Romania,2020,,14.1,,e,estimated,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y65_79,Proportion of population aged 65-79 years,RO,Romania,2021,,14.5,,e,estimated,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y65_79,Proportion of population aged 65-79 years,RO,Romania,2022,,15.0,,e,estimated,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y65_79,Proportion of population aged 65-79 years,RO,Romania,2023,,15.3,,e,estimated,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y65_79,Proportion of population aged 65-79 years,RO,Romania,2024,,15.6,,e,estimated,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y65_79,Proportion of population aged 65-79 years,RS,Serbia,2013,,13.8,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y65_79,Proportion of population aged 65-79 years,RS,Serbia,2014,,14.1,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y65_79,Proportion of population aged 65-79 years,RS,Serbia,2015,,14.3,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y65_79,Proportion of population aged 65-79 years,RS,Serbia,2016,,14.7,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y65_79,Proportion of population aged 65-79 years,RS,Serbia,2017,,15.0,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y65_79,Proportion of population aged 65-79 years,RS,Serbia,2018,,15.4,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y65_79,Proportion of population aged 65-79 years,RS,Serbia,2019,,15.8,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y65_79,Proportion of population aged 65-79 years,RS,Serbia,2020,,16.3,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y65_79,Proportion of population aged 65-79 years,RS,Serbia,2021,,16.5,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y65_79,Proportion of population aged 65-79 years,RS,Serbia,2022,,16.7,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y65_79,Proportion of population aged 65-79 years,RS,Serbia,2023,,17.7,,b,break in time series,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y65_79,Proportion of population aged 65-79 years,RS,Serbia,2024,,18.1,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y65_79,Proportion of population aged 65-79 years,RU,Russia,2014,,10.1,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y65_79,Proportion of population aged 65-79 years,SE,Sweden,2013,,13.9,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y65_79,Proportion of population aged 65-79 years,SE,Sweden,2014,,14.3,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y65_79,Proportion of population aged 65-79 years,SE,Sweden,2015,,14.5,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y65_79,Proportion of population aged 65-79 years,SE,Sweden,2016,,14.7,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y65_79,Proportion of population aged 65-79 years,SE,Sweden,2017,,14.7,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y65_79,Proportion of population aged 65-79 years,SE,Sweden,2018,,14.8,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y65_79,Proportion of population aged 65-79 years,SE,Sweden,2019,,14.8,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y65_79,Proportion of population aged 65-79 years,SE,Sweden,2020,,14.8,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y65_79,Proportion of population aged 65-79 years,SE,Sweden,2021,,14.9,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y65_79,Proportion of population aged 65-79 years,SE,Sweden,2022,,14.9,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y65_79,Proportion of population aged 65-79 years,SE,Sweden,2023,,14.9,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y65_79,Proportion of population aged 65-79 years,SE,Sweden,2024,,14.8,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y65_79,Proportion of population aged 65-79 years,SI,Slovenia,2013,,12.6,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y65_79,Proportion of population aged 65-79 years,SI,Slovenia,2014,,12.8,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y65_79,Proportion of population aged 65-79 years,SI,Slovenia,2015,,13.1,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y65_79,Proportion of population aged 65-79 years,SI,Slovenia,2016,,13.4,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y65_79,Proportion of population aged 65-79 years,SI,Slovenia,2017,,13.8,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y65_79,Proportion of population aged 65-79 years,SI,Slovenia,2018,,14.2,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y65_79,Proportion of population aged 65-79 years,SI,Slovenia,2019,,14.5,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y65_79,Proportion of population aged 65-79 years,SI,Slovenia,2020,,14.8,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y65_79,Proportion of population aged 65-79 years,SI,Slovenia,2021,,15.2,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y65_79,Proportion of population aged 65-79 years,SI,Slovenia,2022,,15.5,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y65_79,Proportion of population aged 65-79 years,SI,Slovenia,2023,,15.8,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y65_79,Proportion of population aged 65-79 years,SI,Slovenia,2024,,16.0,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y65_79,Proportion of population aged 65-79 years,SK,Slovakia,2013,,10.1,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y65_79,Proportion of population aged 65-79 years,SK,Slovakia,2014,,10.5,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y65_79,Proportion of population aged 65-79 years,SK,Slovakia,2015,,10.9,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y65_79,Proportion of population aged 65-79 years,SK,Slovakia,2016,,11.3,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y65_79,Proportion of population aged 65-79 years,SK,Slovakia,2017,,11.8,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y65_79,Proportion of population aged 65-79 years,SK,Slovakia,2018,,12.3,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y65_79,Proportion of population aged 65-79 years,SK,Slovakia,2019,,12.7,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y65_79,Proportion of population aged 65-79 years,SK,Slovakia,2020,,13.2,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y65_79,Proportion of population aged 65-79 years,SK,Slovakia,2021,,13.6,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y65_79,Proportion of population aged 65-79 years,SK,Slovakia,2022,,14.0,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y65_79,Proportion of population aged 65-79 years,SK,Slovakia,2023,,14.4,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y65_79,Proportion of population aged 65-79 years,SK,Slovakia,2024,,14.8,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y65_79,Proportion of population aged 65-79 years,SM,San Marino,2013,,12.5,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y65_79,Proportion of population aged 65-79 years,SM,San Marino,2018,,13.5,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y65_79,Proportion of population aged 65-79 years,TR,Türkiye,2013,,6.0,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y65_79,Proportion of population aged 65-79 years,TR,Türkiye,2014,,6.0,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y65_79,Proportion of population aged 65-79 years,TR,Türkiye,2015,,6.3,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y65_79,Proportion of population aged 65-79 years,TR,Türkiye,2016,,6.6,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y65_79,Proportion of population aged 65-79 years,TR,Türkiye,2017,,6.6,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y65_79,Proportion of population aged 65-79 years,TR,Türkiye,2018,,6.8,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y65_79,Proportion of population aged 65-79 years,TR,Türkiye,2019,,7.0,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y65_79,Proportion of population aged 65-79 years,TR,Türkiye,2020,,7.3,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y65_79,Proportion of population aged 65-79 years,TR,Türkiye,2021,,7.7,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y65_79,Proportion of population aged 65-79 years,TR,Türkiye,2023,,8.1,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y65_79,Proportion of population aged 65-79 years,TR,Türkiye,2024,,8.4,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y65_79,Proportion of population aged 65-79 years,UA,Ukraine,2013,,11.7,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y65_79,Proportion of population aged 65-79 years,UA,Ukraine,2014,,11.9,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y65_79,Proportion of population aged 65-79 years,UA,Ukraine,2015,,12.2,,,,,
